,idestacion,radiacion,calidad
2023-01-20 20:01:00,6001,-9999.0,1581
2023-01-20 20:02:00,6001,-9999.0,1581
2023-01-20 20:03:00,6001,-9999.0,1581
2023-01-20 20:04:00,6001,-9999.0,1581
2023-01-20 20:05:00,6001,-9999.0,1581
2023-01-20 20:06:00,6001,-9999.0,1581
2023-01-20 20:07:00,6001,-9999.0,1581
2023-01-20 20:08:00,6001,-9999.0,1581
2023-01-20 20:09:00,6001,-9999.0,1581
2023-01-20 20:10:00,6001,-9999.0,1581
2023-01-20 20:11:00,6001,-9999.0,1581
2023-01-20 20:12:00,6001,-9999.0,1581
2023-01-20 20:13:00,6001,-9999.0,1581
2023-01-20 20:14:00,6001,-9999.0,1581
2023-01-20 20:15:00,6001,-9999.0,1581
2023-01-20 20:16:00,6001,-9999.0,1581
2023-01-20 20:17:00,6001,-9999.0,1581
2023-01-20 20:18:00,6001,-9999.0,1581
2023-01-20 20:19:00,6001,-9999.0,1581
2023-01-20 20:20:00,6001,-9999.0,1581
2023-01-20 20:21:00,6001,-9999.0,1581
2023-01-20 20:22:00,6001,-9999.0,1581
2023-01-20 20:23:00,6001,-9999.0,1581
2023-01-20 20:24:00,6001,-9999.0,1581
2023-01-20 20:25:00,6001,-9999.0,1581
2023-01-20 20:26:00,6001,-9999.0,1581
2023-01-20 20:27:00,6001,-9999.0,1581
2023-01-20 20:28:00,6001,-9999.0,1581
2023-01-20 20:29:00,6001,-9999.0,1581
2023-01-20 20:30:00,6001,-9999.0,1581
2023-01-20 20:31:00,6001,-9999.0,1581
2023-01-20 20:32:00,6001,-9999.0,1581
2023-01-20 20:33:00,6001,-9999.0,1581
2023-01-20 20:34:00,6001,-9999.0,1581
2023-01-20 20:35:00,6001,-9999.0,1581
2023-01-20 20:36:00,6001,-9999.0,1581
2023-01-20 20:37:00,6001,-9999.0,1581
2023-01-20 20:38:00,6001,-9999.0,1581
2023-01-20 20:39:00,6001,-9999.0,1581
2023-01-20 20:40:00,6001,-9999.0,1581
2023-01-20 20:41:00,6001,-9999.0,1581
2023-01-20 20:42:00,6001,-9999.0,1581
2023-01-20 20:43:00,6001,-9999.0,1581
2023-01-20 20:44:00,6001,-9999.0,1581
2023-01-20 20:45:00,6001,-9999.0,1581
2023-01-20 20:46:00,6001,-9999.0,1581
2023-01-20 20:47:00,6001,-9999.0,1581
2023-01-20 20:48:00,6001,-9999.0,1581
2023-01-20 20:49:00,6001,-9999.0,1581
2023-01-20 20:50:00,6001,-9999.0,1581
2023-01-20 20:51:00,6001,-9999.0,1581
2023-01-20 20:52:00,6001,-9999.0,1581
2023-01-20 20:53:00,6001,-9999.0,1581
2023-01-20 20:54:00,6001,-9999.0,1581
2023-01-20 20:55:00,6001,-9999.0,1581
2023-01-20 20:56:00,6001,-9999.0,1581
2023-01-20 20:57:00,6001,-9999.0,1581
2023-01-20 20:58:00,6001,-9999.0,1581
2023-01-20 20:59:00,6001,-9999.0,1581
2023-01-20 21:00:00,6001,-9999.0,1581
2023-01-20 21:01:00,6001,-9999.0,1581
2023-01-20 21:02:00,6001,-9999.0,1581
2023-01-20 21:03:00,6001,-9999.0,1581
2023-01-20 21:04:00,6001,-9999.0,1581
2023-01-20 21:05:00,6001,-9999.0,1581
2023-01-20 21:06:00,6001,-9999.0,1581
2023-01-20 21:07:00,6001,-9999.0,1581
2023-01-20 21:08:00,6001,-9999.0,1581
2023-01-20 21:09:00,6001,-9999.0,1581
2023-01-20 21:10:00,6001,-9999.0,1581
2023-01-20 21:11:00,6001,-9999.0,1581
2023-01-20 21:12:00,6001,-9999.0,1581
2023-01-20 21:13:00,6001,-9999.0,1581
2023-01-20 21:14:00,6001,-9999.0,1581
2023-01-20 21:15:00,6001,-9999.0,1581
2023-01-20 21:16:00,6001,-9999.0,1581
2023-01-20 21:17:00,6001,-9999.0,1581
2023-01-20 21:18:00,6001,-9999.0,1581
2023-01-20 21:19:00,6001,-9999.0,1581
2023-01-20 21:20:00,6001,-9999.0,1581
2023-01-20 21:21:00,6001,-9999.0,1581
2023-01-20 21:22:00,6001,-9999.0,1581
2023-01-20 21:23:00,6001,-9999.0,1581
2023-01-20 21:24:00,6001,-9999.0,1581
2023-01-20 21:25:00,6001,-9999.0,1581
2023-01-20 21:26:00,6001,-9999.0,1581
2023-01-20 21:27:00,6001,-9999.0,1581
2023-01-20 21:28:00,6001,-9999.0,1581
2023-01-20 21:29:00,6001,-9999.0,1581
2023-01-20 21:30:00,6001,-9999.0,1581
2023-01-20 21:31:00,6001,-9999.0,1581
2023-01-20 21:32:00,6001,-9999.0,1581
2023-01-20 21:33:00,6001,-9999.0,1581
2023-01-20 21:34:00,6001,-9999.0,1581
2023-01-20 21:35:00,6001,-9999.0,1581
2023-01-20 21:36:00,6001,-9999.0,1581
2023-01-20 21:37:00,6001,-9999.0,1581
2023-01-20 21:38:00,6001,-9999.0,1581
2023-01-20 21:39:00,6001,-9999.0,1581
2023-01-20 21:40:00,6001,-9999.0,1581
2023-01-20 21:41:00,6001,-9999.0,1581
2023-01-20 21:42:00,6001,-9999.0,1581
2023-01-20 21:43:00,6001,-9999.0,1581
2023-01-20 21:44:00,6001,-9999.0,1581
2023-01-20 21:45:00,6001,-9999.0,1581
2023-01-20 21:46:00,6001,-9999.0,1581
2023-01-20 21:47:00,6001,-9999.0,1581
2023-01-20 21:48:00,6001,-9999.0,1581
2023-01-20 21:49:00,6001,-9999.0,1581
2023-01-20 21:50:00,6001,-9999.0,1581
2023-01-20 21:51:00,6001,-9999.0,1581
2023-01-20 21:52:00,6001,-9999.0,1581
2023-01-20 21:53:00,6001,-9999.0,1581
2023-01-20 21:54:00,6001,-9999.0,1581
2023-01-20 21:55:00,6001,-9999.0,1581
2023-01-20 21:56:00,6001,-9999.0,1581
2023-01-20 21:57:00,6001,-9999.0,1581
2023-01-20 21:58:00,6001,-9999.0,1581
2023-01-20 21:59:00,6001,-9999.0,1581
2023-01-20 22:00:00,6001,-9999.0,1581
2023-01-20 22:01:00,6001,-9999.0,1581
2023-01-20 22:02:00,6001,-9999.0,1581
2023-01-20 22:03:00,6001,-9999.0,1581
2023-01-20 22:04:00,6001,-9999.0,1581
2023-01-20 22:05:00,6001,-9999.0,1581
2023-01-20 22:06:00,6001,-9999.0,1581
2023-01-20 22:07:00,6001,-9999.0,1581
2023-01-20 22:08:00,6001,-9999.0,1581
2023-01-20 22:09:00,6001,-9999.0,1581
2023-01-20 22:10:00,6001,-9999.0,1581
2023-01-20 22:11:00,6001,-9999.0,1581
2023-01-20 22:12:00,6001,-9999.0,1581
2023-01-20 22:13:00,6001,-9999.0,1581
2023-01-20 22:14:00,6001,-9999.0,1581
2023-01-20 22:15:00,6001,-9999.0,1581
2023-01-20 22:16:00,6001,-9999.0,1581
2023-01-20 22:17:00,6001,-9999.0,1581
2023-01-20 22:18:00,6001,-9999.0,1581
2023-01-20 22:19:00,6001,-9999.0,1581
2023-01-20 22:20:00,6001,-9999.0,1581
2023-01-20 22:21:00,6001,-9999.0,1581
2023-01-20 22:22:00,6001,-9999.0,1581
2023-01-20 22:23:00,6001,-9999.0,1581
2023-01-20 22:24:00,6001,-9999.0,1581
2023-01-20 22:25:00,6001,-9999.0,1581
2023-01-20 22:26:00,6001,-9999.0,1581
2023-01-20 22:27:00,6001,-9999.0,1581
2023-01-20 22:28:00,6001,-9999.0,1581
2023-01-20 22:29:00,6001,-9999.0,1581
2023-01-20 22:30:00,6001,-9999.0,1581
2023-01-20 22:31:00,6001,-9999.0,1581
2023-01-20 22:32:00,6001,-9999.0,1581
2023-01-20 22:33:00,6001,-9999.0,1581
2023-01-20 22:34:00,6001,-9999.0,1581
2023-01-20 22:35:00,6001,-9999.0,1581
2023-01-20 22:36:00,6001,-9999.0,1581
2023-01-20 22:37:00,6001,-9999.0,1581
2023-01-20 22:38:00,6001,-9999.0,1581
2023-01-20 22:39:00,6001,-9999.0,1581
2023-01-20 22:40:00,6001,-9999.0,1581
2023-01-20 22:41:00,6001,-9999.0,1581
2023-01-20 22:42:00,6001,-9999.0,1581
2023-01-20 22:43:00,6001,-9999.0,1581
2023-01-20 22:44:00,6001,-9999.0,1581
2023-01-20 22:45:00,6001,-9999.0,1581
2023-01-20 22:46:00,6001,-9999.0,1581
2023-01-20 22:47:00,6001,-9999.0,1581
2023-01-20 22:48:00,6001,-9999.0,1581
2023-01-20 22:49:00,6001,-9999.0,1581
2023-01-20 22:50:00,6001,-9999.0,1581
2023-01-20 22:51:00,6001,-9999.0,1581
2023-01-20 22:52:00,6001,-9999.0,1581
2023-01-20 22:53:00,6001,-9999.0,1581
2023-01-20 22:54:00,6001,-9999.0,1581
2023-01-20 22:55:00,6001,-9999.0,1581
2023-01-20 22:56:00,6001,-9999.0,1581
2023-01-20 22:57:00,6001,-9999.0,1581
2023-01-20 22:58:00,6001,-9999.0,1581
2023-01-20 22:59:00,6001,-9999.0,1581
2023-01-20 23:00:00,6001,-9999.0,1581
2023-01-20 23:01:00,6001,-9999.0,1581
2023-01-20 23:02:00,6001,-9999.0,1581
2023-01-20 23:03:00,6001,-9999.0,1581
2023-01-20 23:04:00,6001,-9999.0,1581
2023-01-20 23:05:00,6001,-9999.0,1581
2023-01-20 23:06:00,6001,-9999.0,1581
2023-01-20 23:07:00,6001,-9999.0,1581
2023-01-20 23:08:00,6001,-9999.0,1581
2023-01-20 23:09:00,6001,-9999.0,1581
2023-01-20 23:10:00,6001,-9999.0,1581
2023-01-20 23:11:00,6001,-9999.0,1581
2023-01-20 23:12:00,6001,-9999.0,1581
2023-01-20 23:13:00,6001,-9999.0,1581
2023-01-20 23:14:00,6001,-9999.0,1581
2023-01-20 23:15:00,6001,-9999.0,1581
2023-01-20 23:16:00,6001,-9999.0,1581
2023-01-20 23:17:00,6001,-9999.0,1581
2023-01-20 23:18:00,6001,-9999.0,1581
2023-01-20 23:19:00,6001,-9999.0,1581
2023-01-20 23:20:00,6001,-9999.0,1581
2023-01-20 23:21:00,6001,-9999.0,1581
2023-01-20 23:22:00,6001,-9999.0,1581
2023-01-20 23:23:00,6001,-9999.0,1581
2023-01-20 23:24:00,6001,-9999.0,1581
2023-01-20 23:25:00,6001,-9999.0,1581
2023-01-20 23:26:00,6001,-9999.0,1581
2023-01-20 23:27:00,6001,-9999.0,1581
2023-01-20 23:28:00,6001,-9999.0,1581
2023-01-20 23:29:00,6001,-9999.0,1581
2023-01-20 23:30:00,6001,-9999.0,1581
2023-01-20 23:31:00,6001,-9999.0,1581
2023-01-20 23:32:00,6001,-9999.0,1581
2023-01-20 23:33:00,6001,-9999.0,1581
2023-01-20 23:34:00,6001,-9999.0,1581
2023-01-20 23:35:00,6001,-9999.0,1581
2023-01-20 23:36:00,6001,-9999.0,1581
2023-01-20 23:37:00,6001,-9999.0,1581
2023-01-20 23:38:00,6001,-9999.0,1581
2023-01-20 23:39:00,6001,-9999.0,1581
2023-01-20 23:40:00,6001,-9999.0,1581
2023-01-20 23:41:00,6001,-9999.0,1581
2023-01-20 23:42:00,6001,-9999.0,1581
2023-01-20 23:43:00,6001,-9999.0,1581
2023-01-20 23:44:00,6001,-9999.0,1581
2023-01-20 23:45:00,6001,-9999.0,1581
2023-01-20 23:46:00,6001,-9999.0,1581
2023-01-20 23:47:00,6001,-9999.0,1581
2023-01-20 23:48:00,6001,-9999.0,1581
2023-01-20 23:49:00,6001,-9999.0,1581
2023-01-20 23:50:00,6001,-9999.0,1581
2023-01-20 23:51:00,6001,-9999.0,1581
2023-01-20 23:52:00,6001,-9999.0,1581
2023-01-20 23:53:00,6001,-9999.0,1581
2023-01-20 23:54:00,6001,-9999.0,1581
2023-01-20 23:55:00,6001,-9999.0,1581
2023-01-20 23:56:00,6001,-9999.0,1581
2023-01-20 23:57:00,6001,-9999.0,1581
2023-01-20 23:58:00,6001,-9999.0,1581
2023-01-20 23:59:00,6001,-9999.0,-9999.0
2023-01-21 00:00:00,6001,-9999.0,-9999.0
2023-01-21 00:01:00,6001,-9999.0,-9999.0
2023-01-21 00:02:00,6001,-9999.0,-9999.0
2023-01-21 00:03:00,6001,-9999.0,-9999.0
2023-01-21 00:04:00,6001,-9999.0,-9999.0
2023-01-21 00:05:00,6001,-9999.0,-9999.0
2023-01-21 00:06:00,6001,-9999.0,-9999.0
2023-01-21 00:07:00,6001,-9999.0,-9999.0
2023-01-21 00:08:00,6001,-9999.0,-9999.0
2023-01-21 00:09:00,6001,-9999.0,-9999.0
2023-01-21 00:10:00,6001,-9999.0,-9999.0
2023-01-21 00:11:00,6001,-9999.0,-9999.0
2023-01-21 00:12:00,6001,-9999.0,-9999.0
2023-01-21 00:13:00,6001,-9999.0,-9999.0
2023-01-21 00:14:00,6001,-9999.0,-9999.0
2023-01-21 00:15:00,6001,-9999.0,-9999.0
2023-01-21 00:16:00,6001,-9999.0,-9999.0
2023-01-21 00:17:00,6001,-9999.0,-9999.0
2023-01-21 00:18:00,6001,-9999.0,-9999.0
2023-01-21 00:19:00,6001,-9999.0,-9999.0
2023-01-21 00:20:00,6001,-9999.0,-9999.0
2023-01-21 00:21:00,6001,-9999.0,-9999.0
2023-01-21 00:22:00,6001,-9999.0,-9999.0
2023-01-21 00:23:00,6001,-9999.0,-9999.0
2023-01-21 00:24:00,6001,-9999.0,-9999.0
2023-01-21 00:25:00,6001,-9999.0,-9999.0
2023-01-21 00:26:00,6001,-9999.0,-9999.0
2023-01-21 00:27:00,6001,-9999.0,-9999.0
2023-01-21 00:28:00,6001,-9999.0,-9999.0
2023-01-21 00:29:00,6001,-9999.0,-9999.0
2023-01-21 00:30:00,6001,-9999.0,-9999.0
2023-01-21 00:31:00,6001,-9999.0,-9999.0
2023-01-21 00:32:00,6001,-9999.0,-9999.0
2023-01-21 00:33:00,6001,-9999.0,-9999.0
2023-01-21 00:34:00,6001,-9999.0,-9999.0
2023-01-21 00:35:00,6001,-9999.0,-9999.0
2023-01-21 00:36:00,6001,-9999.0,-9999.0
2023-01-21 00:37:00,6001,-9999.0,-9999.0
2023-01-21 00:38:00,6001,-9999.0,-9999.0
2023-01-21 00:39:00,6001,-9999.0,-9999.0
2023-01-21 00:40:00,6001,-9999.0,-9999.0
2023-01-21 00:41:00,6001,-9999.0,-9999.0
2023-01-21 00:42:00,6001,-9999.0,-9999.0
2023-01-21 00:43:00,6001,-9999.0,-9999.0
